nivel_matricula;institutos;visitou_biblioteca;visitou_biblioteca_digital;visitou_evento;consultou_biblioteca;nota_emprestimo;nota_evento;nota_infraestrutura;nota_acervo;nota_redes_sociais;churn
Graduação;Matemática, Estatística e Computação Científica;1;1;1;0;2.0;1.0;5.0;3.0;3.0;sim
Pós-graduação;Economia;1;1;1;1;4.0;1.0;4.0;4.0;0.0;sim
Pós-graduação;Economia;1;1;0;1;1.0;3.0;4.0;2.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;0;1;1;2.0;1.0;3.0;0.0;2.0;sim
Pós-graduação;Biologia;0;0;1;1;2.0;2.0;2.0;4.0;2.0;sim
Graduação;Química;1;0;1;0;3.0;3.0;2.0;5.0;4.0;sim
Graduação;Economia;0;0;0;1;0.0;3.0;2.0;4.0;1.0;sim
Docência;Geociências;1;1;0;1;1.0;2.0;1.0;3.0;3.0;sim
Pós-graduação;Biologia;1;1;0;0;2.0;3.0;4.0;5.0;2.0;sim
Graduação;Computação;0;1;1;0;4.0;2.0;4.0;2.0;0.0;sim
Graduação;Computação;1;1;0;0;1.0;2.0;4.0;5.0;2.0;sim
Graduação;Economia;0;0;0;0;1.0;3.0;3.0;3.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;1;0;1;0;2.0;2.0;2.0;1.0;4.0;sim
Graduação;Física;1;0;1;1;4.0;4.0;3.0;3.0;1.0;sim
Graduação;Estudos da Linguagem;0;0;0;1;1.0;2.0;3.0;4.0;1.0;sim
Pós-graduação;Computação;1;1;1;0;3.0;2.0;2.0;2.0;2.0;sim
Pós-graduação;Computação;0;1;0;0;1.0;3.0;1.0;5.0;4.0;sim
Pós-graduação;Economia;1;0;1;1;1.0;0.0;4.0;4.0;2.0;sim
Pós-graduação;Química;1;0;1;0;1.0;1.0;3.0;5.0;0.0;sim
Graduação;Economia;0;0;1;0;2.0;2.0;5.0;4.0;0.0;sim
Graduação;Biologia;1;0;0;1;2.0;3.0;0.0;3.0;2.0;sim
Graduação;Artes;1;1;1;0;4.0;3.0;3.0;3.0;0.0;sim
Graduação;Física;1;1;1;1;1.0;2.0;2.0;5.0;3.0;sim
Graduação;Geociências;1;0;0;0;4.0;4.0;4.0;3.0;0.0;sim
Pós-graduação;Computação;0;1;0;0;0.0;3.0;4.0;4.0;0.0;sim
Graduação;Filosofia e Ciências Humanas;1;1;1;1;4.0;1.0;4.0;4.0;2.0;sim
Graduação;Matemática, Estatística e Computação Científica;1;1;0;1;3.0;1.0;0.0;4.0;2.0;sim
Pós-graduação;Economia;1;1;1;0;2.0;3.0;3.0;5.0;5.0;sim
Pós-graduação;Física;0;1;1;1;1.0;3.0;2.0;4.0;1.0;sim
Pós-graduação;Economia;0;0;1;1;4.0;1.0;3.0;3.0;2.0;sim
Docência;Matemática, Estatística e Computação Científica;1;1;1;0;1.0;0.0;1.0;5.0;1.0;sim
Graduação;Geociências;1;0;0;1;4.0;2.0;2.0;3.0;5.0;sim
Graduação;Estudos da Linguagem;0;0;0;1;2.0;3.0;2.0;5.0;2.0;sim
Graduação;Estudos da Linguagem;0;0;0;1;4.0;1.0;2.0;2.0;2.0;sim
Pós-graduação;Computação;0;1;0;0;4.0;2.0;3.0;1.0;1.0;sim
Docência;Biologia;1;1;0;1;4.0;3.0;3.0;5.0;2.0;sim
Graduação;Computação;1;0;0;1;3.0;3.0;2.0;5.0;0.0;sim
Graduação;Física;1;1;1;0;3.0;1.0;5.0;2.0;1.0;sim
Graduação;Estudos da Linguagem;0;1;0;1;3.0;2.0;2.0;5.0;1.0;sim
Graduação;Artes;0;1;0;1;1.0;3.0;4.0;4.0;3.0;sim
Graduação;Economia;1;1;1;1;4.0;1.0;2.0;5.0;2.0;sim
Graduação;Química;0;1;0;1;0.0;2.0;3.0;4.0;3.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;1;1;1;0;3.0;2.0;3.0;3.0;2.0;sim
Pós-graduação;Economia;0;1;1;0;3.0;3.0;3.0;5.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;0;1;0;4.0;2.0;4.0;3.0;5.0;sim
Graduação;Física;0;0;1;1;0.0;1.0;3.0;3.0;0.0;sim
Pós-graduação;Geociências;0;1;1;1;3.0;3.0;4.0;2.0;1.0;sim
Graduação;Artes;0;1;0;1;1.0;2.0;3.0;4.0;0.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;1;0.0;2.0;1.0;5.0;5.0;sim
Pós-graduação;Artes;0;0;0;0;2.0;1.0;5.0;2.0;0.0;sim
Pós-graduação;Computação;1;1;1;0;1.0;1.0;1.0;2.0;4.0;sim
Pós-graduação;Química;1;1;1;1;2.0;0.0;2.0;3.0;2.0;sim
Graduação;Geociências;0;0;0;0;4.0;0.0;4.0;4.0;3.0;sim
Graduação;Estudos da Linguagem;1;1;1;1;3.0;3.0;2.0;3.0;3.0;sim
Graduação;Economia;1;0;1;0;4.0;1.0;3.0;3.0;4.0;sim
Graduação;Computação;1;1;1;0;2.0;1.0;2.0;5.0;5.0;sim
Pós-graduação;Física;0;1;1;0;2.0;3.0;2.0;3.0;1.0;sim
Graduação;Computação;0;0;0;1;0.0;2.0;1.0;4.0;2.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;1;0;0;4.0;2.0;4.0;2.0;0.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;0;0;1;2.0;2.0;4.0;1.0;2.0;sim
Graduação;Computação;1;1;0;1;3.0;2.0;5.0;5.0;3.0;sim
Docência;Química;0;1;0;0;5.0;4.0;5.0;3.0;5.0;sim
Pós-graduação;Artes;0;1;0;1;2.0;2.0;0.0;5.0;2.0;sim
Docência;Artes;1;1;0;1;3.0;2.0;3.0;2.0;1.0;sim
Graduação;Artes;0;0;0;1;1.0;1.0;3.0;3.0;3.0;sim
Graduação;Artes;1;0;0;1;2.0;2.0;3.0;4.0;1.0;sim
Docência;Artes;1;1;1;0;2.0;2.0;5.0;4.0;0.0;sim
Pós-graduação;Geociências;1;1;1;1;5.0;2.0;2.0;2.0;1.0;sim
Graduação;Geociências;1;0;0;1;5.0;3.0;4.0;4.0;1.0;sim
Graduação;Economia;0;0;0;0;1.0;3.0;5.0;3.0;3.0;sim
Pós-graduação;Geociências;1;1;0;0;3.0;4.0;3.0;2.0;3.0;sim
Graduação;Matemática, Estatística e Computação Científica;1;0;0;0;2.0;3.0;4.0;4.0;0.0;sim
Graduação;Filosofia e Ciências Humanas;0;1;0;0;2.0;1.0;4.0;5.0;0.0;sim
Graduação;Química;1;1;0;0;5.0;1.0;4.0;4.0;5.0;sim
Graduação;Estudos da Linguagem;1;1;1;1;3.0;1.0;3.0;5.0;4.0;sim
Graduação;Física;1;0;1;0;3.0;2.0;1.0;5.0;1.0;sim
Docência;Economia;1;0;0;1;1.0;2.0;3.0;1.0;2.0;sim
Graduação;Estudos da Linguagem;0;1;0;0;2.0;2.0;3.0;3.0;5.0;sim
Pós-graduação;Química;1;1;1;1;2.0;0.0;4.0;1.0;2.0;sim
Pós-graduação;Computação;0;1;0;1;3.0;2.0;4.0;2.0;5.0;sim
Pós-graduação;Física;0;1;0;0;0.0;4.0;3.0;3.0;0.0;sim
Pós-graduação;Artes;0;0;1;0;3.0;2.0;3.0;3.0;2.0;sim
Docência;Matemática, Estatística e Computação Científica;1;0;1;0;3.0;3.0;2.0;3.0;0.0;sim
Pós-graduação;Estudos da Linguagem;0;0;0;0;2.0;1.0;4.0;4.0;3.0;sim
Pós-graduação;Biologia;1;0;1;0;1.0;3.0;2.0;3.0;1.0;sim
Graduação;Biologia;1;1;1;0;4.0;0.0;4.0;4.0;1.0;sim
Graduação;Artes;0;1;0;1;0.0;2.0;2.0;5.0;2.0;sim
Pós-graduação;Estudos da Linguagem;0;1;1;1;2.0;1.0;2.0;3.0;0.0;sim
Graduação;Biologia;0;1;1;0;1.0;1.0;2.0;5.0;1.0;sim
Graduação;Filosofia e Ciências Humanas;0;1;1;0;4.0;3.0;1.0;4.0;2.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;0;1;1;4.0;1.0;2.0;4.0;2.0;sim
Pós-graduação;Economia;0;1;0;1;2.0;1.0;3.0;3.0;2.0;sim
Graduação;Filosofia e Ciências Humanas;0;0;1;0;3.0;4.0;2.0;4.0;0.0;sim
Graduação;Economia;0;1;1;0;2.0;2.0;5.0;4.0;4.0;sim
Docência;Estudos da Linguagem;1;1;1;1;5.0;2.0;2.0;4.0;0.0;sim
Graduação;Química;0;1;0;1;1.0;1.0;3.0;3.0;4.0;sim
Docência;Filosofia e Ciências Humanas;1;1;0;0;3.0;1.0;1.0;5.0;0.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;0;0;5.0;2.0;5.0;5.0;0.0;sim
Graduação;Geociências;0;1;1;0;5.0;2.0;4.0;3.0;5.0;sim
Graduação;Artes;0;1;1;0;3.0;1.0;3.0;4.0;3.0;sim
Graduação;Química;1;1;0;0;0.0;3.0;4.0;2.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;0;0;1;0.0;3.0;4.0;4.0;2.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;1;0;2.0;1.0;3.0;5.0;3.0;sim
Pós-graduação;Geociências;0;0;0;1;2.0;2.0;2.0;2.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;1.0;2.0;3.0;3.0;1.0;sim
Graduação;Computação;1;0;1;0;3.0;2.0;2.0;4.0;1.0;sim
Pós-graduação;Computação;0;0;1;1;2.0;2.0;4.0;2.0;1.0;sim
Graduação;Estudos da Linguagem;0;1;1;1;2.0;2.0;5.0;5.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;0;0;1;4.0;3.0;2.0;0.0;4.0;sim
Graduação;Estudos da Linguagem;0;0;1;1;2.0;4.0;1.0;4.0;4.0;sim
Graduação;Computação;1;0;0;1;5.0;1.0;3.0;2.0;0.0;sim
Docência;Artes;1;1;0;1;4.0;3.0;5.0;5.0;4.0;sim
Graduação;Artes;0;1;1;0;3.0;1.0;5.0;5.0;0.0;sim
Pós-graduação;Geociências;0;0;0;1;2.0;2.0;3.0;5.0;2.0;sim
Pós-graduação;Estudos da Linguagem;0;1;1;0;3.0;2.0;4.0;4.0;1.0;sim
Pós-graduação;Economia;1;1;0;1;1.0;4.0;2.0;4.0;2.0;sim
Graduação;Estudos da Linguagem;1;0;0;1;4.0;3.0;5.0;2.0;0.0;sim
Pós-graduação;Artes;1;1;1;0;2.0;2.0;3.0;2.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;1;1;1;3.0;1.0;3.0;3.0;0.0;sim
Graduação;Artes;0;1;1;1;0.0;3.0;3.0;5.0;5.0;sim
Graduação;Artes;1;0;1;0;1.0;2.0;3.0;5.0;0.0;sim
Docência;Biologia;0;1;0;1;4.0;1.0;1.0;4.0;5.0;sim
Pós-graduação;Artes;0;1;1;0;3.0;2.0;2.0;1.0;1.0;sim
Graduação;Física;1;1;0;0;4.0;2.0;5.0;4.0;0.0;sim
Pós-graduação;Artes;1;0;1;1;5.0;2.0;4.0;5.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;1;0;0;1;4.0;3.0;2.0;2.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;1;0;0;2.0;2.0;3.0;2.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;0;1;2.0;0.0;3.0;4.0;3.0;sim
Graduação;Estudos da Linguagem;1;1;1;1;4.0;2.0;2.0;1.0;4.0;sim
Pós-graduação;Física;1;0;1;0;3.0;3.0;2.0;4.0;2.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;1;0;0;0;3.0;0.0;3.0;3.0;1.0;sim
Graduação;Computação;1;0;1;1;5.0;1.0;4.0;4.0;2.0;sim
Pós-graduação;Química;0;0;1;0;3.0;1.0;4.0;4.0;3.0;sim
Graduação;Geociências;1;0;1;0;3.0;1.0;3.0;5.0;5.0;sim
Graduação;Estudos da Linguagem;0;1;1;1;4.0;2.0;1.0;3.0;5.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;1;1;0;4.0;1.0;5.0;4.0;2.0;sim
Docência;Estudos da Linguagem;1;0;1;1;2.0;1.0;0.0;5.0;4.0;sim
Graduação;Química;0;0;1;1;5.0;1.0;3.0;5.0;1.0;sim
Docência;Artes;1;0;1;1;2.0;2.0;4.0;3.0;5.0;sim
Docência;Estudos da Linguagem;1;0;0;0;1.0;3.0;3.0;3.0;1.0;sim
Graduação;Filosofia e Ciências Humanas;0;0;1;1;3.0;3.0;2.0;3.0;0.0;sim
Pós-graduação;Química;0;1;0;0;2.0;3.0;1.0;4.0;4.0;sim
Graduação;Computação;0;1;0;0;3.0;3.0;1.0;5.0;4.0;sim
Pós-graduação;Física;0;1;0;0;4.0;1.0;4.0;0.0;2.0;sim
Pós-graduação;Química;0;0;1;0;2.0;3.0;1.0;1.0;2.0;sim
Graduação;Biologia;1;1;0;0;4.0;3.0;1.0;5.0;0.0;sim
Pós-graduação;Biologia;0;1;1;0;2.0;1.0;3.0;5.0;2.0;sim
Pós-graduação;Geociências;0;0;1;0;3.0;3.0;3.0;2.0;1.0;sim
Pós-graduação;Biologia;1;0;1;0;3.0;3.0;3.0;2.0;3.0;sim
Pós-graduação;Geociências;1;1;1;1;4.0;1.0;5.0;1.0;0.0;sim
Docência;Biologia;0;1;1;1;3.0;1.0;3.0;3.0;2.0;sim
Pós-graduação;Física;1;1;1;1;2.0;5.0;1.0;3.0;0.0;sim
Pós-graduação;Computação;0;0;0;0;4.0;2.0;5.0;3.0;4.0;sim
Graduação;Física;1;0;1;1;3.0;3.0;3.0;0.0;0.0;sim
Pós-graduação;Física;1;0;0;0;3.0;1.0;1.0;3.0;2.0;sim
Graduação;Estudos da Linguagem;0;1;1;0;0.0;4.0;2.0;3.0;2.0;sim
Pós-graduação;Computação;1;0;1;0;4.0;4.0;3.0;3.0;2.0;sim
Graduação;Economia;0;1;0;1;4.0;2.0;5.0;0.0;3.0;sim
Pós-graduação;Estudos da Linguagem;1;0;1;1;3.0;1.0;3.0;5.0;2.0;sim
Docência;Computação;1;1;1;1;1.0;2.0;0.0;3.0;3.0;sim
Docência;Química;1;0;1;0;3.0;2.0;4.0;4.0;0.0;sim
Pós-graduação;Química;0;1;0;0;0.0;1.0;2.0;2.0;2.0;sim
Docência;Biologia;1;0;1;1;1.0;1.0;5.0;4.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;1;0;3.0;3.0;5.0;1.0;4.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;0;1;0;5.0;2.0;5.0;0.0;1.0;sim
Docência;Computação;0;1;1;0;3.0;3.0;5.0;5.0;0.0;sim
Docência;Física;0;0;1;1;2.0;2.0;1.0;3.0;1.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;1;0;3.0;2.0;2.0;4.0;0.0;sim
Pós-graduação;Biologia;0;1;1;1;5.0;1.0;1.0;5.0;2.0;sim
Docência;Química;1;1;1;0;1.0;2.0;1.0;3.0;0.0;sim
Pós-graduação;Artes;1;1;0;1;2.0;1.0;1.0;2.0;2.0;sim
Pós-graduação;Economia;0;1;1;0;2.0;2.0;2.0;2.0;0.0;sim
Docência;Computação;1;0;0;1;2.0;2.0;4.0;3.0;1.0;sim
Graduação;Computação;1;1;1;1;2.0;1.0;4.0;4.0;2.0;sim
Pós-graduação;Computação;0;0;1;0;1.0;2.0;2.0;3.0;2.0;sim
Pós-graduação;Estudos da Linguagem;1;1;0;1;3.0;0.0;4.0;5.0;2.0;sim
Pós-graduação;Química;1;0;0;0;2.0;2.0;2.0;3.0;0.0;sim
Pós-graduação;Economia;0;1;1;0;3.0;2.0;2.0;5.0;1.0;sim
Pós-graduação;Química;1;1;1;0;5.0;3.0;4.0;4.0;0.0;sim
Pós-graduação;Química;0;0;1;1;3.0;3.0;0.0;0.0;0.0;sim
Graduação;Física;0;0;0;1;3.0;1.0;3.0;5.0;1.0;sim
Graduação;Computação;0;1;0;0;3.0;1.0;3.0;3.0;2.0;sim
Pós-graduação;Artes;0;1;0;0;2.0;3.0;5.0;4.0;1.0;sim
Pós-graduação;Geociências;1;1;0;1;1.0;1.0;4.0;3.0;3.0;sim
Pós-graduação;Filosofia e Ciências Humanas;0;1;0;0;2.0;3.0;1.0;4.0;0.0;sim
Pós-graduação;Filosofia e Ciências Humanas;0;0;0;0;1.0;2.0;4.0;5.0;2.0;sim
Graduação;Estudos da Linguagem;1;1;0;0;3.0;3.0;3.0;3.0;0.0;sim
Docência;Física;0;0;1;0;1.0;2.0;5.0;3.0;2.0;sim
Graduação;Física;1;1;1;1;5.0;2.0;5.0;3.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;0;1;0.0;2.0;0.0;2.0;1.0;sim
Graduação;Economia;1;0;0;1;1.0;3.0;2.0;5.0;0.0;sim
Graduação;Artes;0;1;0;1;1.0;1.0;5.0;1.0;0.0;sim
Graduação;Computação;1;1;1;0;3.0;2.0;3.0;2.0;4.0;sim
Graduação;Física;0;1;1;0;1.0;4.0;3.0;4.0;3.0;sim
Graduação;Filosofia e Ciências Humanas;1;1;0;0;3.0;3.0;3.0;3.0;1.0;sim
Pós-graduação;Biologia;0;1;1;0;4.0;3.0;3.0;2.0;0.0;sim
Docência;Estudos da Linguagem;1;1;1;0;4.0;3.0;3.0;3.0;4.0;sim
Pós-graduação;Economia;0;1;0;0;3.0;0.0;3.0;3.0;0.0;sim
Pós-graduação;Artes;0;0;0;0;5.0;1.0;3.0;4.0;1.0;sim
Pós-graduação;Estudos da Linguagem;0;1;0;1;2.0;3.0;5.0;4.0;0.0;sim
Graduação;Estudos da Linguagem;1;0;1;0;3.0;2.0;3.0;4.0;0.0;sim
Pós-graduação;Economia;1;0;1;1;3.0;2.0;4.0;5.0;1.0;sim
Pós-graduação;Economia;1;1;0;0;1.0;0.0;4.0;5.0;0.0;sim
Graduação;Matemática, Estatística e Computação Científica;1;0;1;1;0.0;2.0;3.0;3.0;1.0;sim
Pós-graduação;Geociências;0;0;1;1;0.0;1.0;5.0;3.0;1.0;sim
Pós-graduação;Física;1;1;0;1;1.0;3.0;3.0;3.0;1.0;sim
Pós-graduação;Física;1;0;1;1;0.0;3.0;2.0;4.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;1;1;1;3.0;3.0;2.0;5.0;3.0;sim
Pós-graduação;Computação;0;0;1;1;2.0;1.0;3.0;3.0;2.0;sim
Pós-graduação;Biologia;1;0;0;0;3.0;0.0;2.0;2.0;4.0;sim
Pós-graduação;Química;0;1;0;0;1.0;0.0;3.0;4.0;0.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;1;0;1;1.0;2.0;3.0;3.0;3.0;sim
Pós-graduação;Física;0;1;1;0;1.0;2.0;4.0;2.0;2.0;sim
Pós-graduação;Economia;0;1;1;0;5.0;3.0;4.0;5.0;1.0;sim
Graduação;Artes;1;1;0;0;2.0;3.0;0.0;3.0;1.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;0;1;0;4.0;2.0;5.0;3.0;3.0;sim
Pós-graduação;Geociências;0;1;1;0;1.0;3.0;5.0;3.0;1.0;sim
Graduação;Filosofia e Ciências Humanas;0;0;1;1;3.0;1.0;4.0;5.0;0.0;sim
Graduação;Química;1;1;0;0;2.0;1.0;4.0;5.0;5.0;sim
Graduação;Física;0;0;1;0;1.0;2.0;5.0;2.0;0.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;0;1;0;2.0;1.0;4.0;4.0;2.0;sim
Graduação;Geociências;1;1;1;1;4.0;0.0;5.0;5.0;2.0;sim
Graduação;Física;0;0;0;1;3.0;1.0;2.0;2.0;3.0;sim
Pós-graduação;Artes;0;1;0;1;2.0;0.0;3.0;5.0;0.0;sim
Graduação;Biologia;1;0;1;0;1.0;1.0;2.0;2.0;2.0;sim
Pós-graduação;Física;0;0;1;0;1.0;0.0;3.0;4.0;0.0;sim
Graduação;Química;1;1;0;0;5.0;1.0;1.0;2.0;1.0;sim
Pós-graduação;Física;1;0;0;0;3.0;2.0;1.0;5.0;0.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;1;0;1;1;3.0;0.0;3.0;3.0;2.0;sim
Graduação;Economia;0;0;0;1;5.0;1.0;2.0;5.0;1.0;sim
Graduação;Estudos da Linguagem;0;1;0;0;4.0;4.0;0.0;4.0;1.0;sim
Pós-graduação;Estudos da Linguagem;1;0;0;1;1.0;1.0;1.0;2.0;0.0;sim
Graduação;Artes;0;0;0;0;4.0;2.0;3.0;0.0;0.0;sim
Pós-graduação;Física;1;1;1;1;4.0;1.0;2.0;5.0;3.0;sim
Pós-graduação;Artes;0;0;1;0;3.0;0.0;3.0;2.0;0.0;sim
Pós-graduação;Biologia;1;0;1;1;3.0;1.0;3.0;5.0;3.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;0;0;1;0.0;2.0;4.0;3.0;3.0;sim
Pós-graduação;Artes;1;0;0;0;2.0;1.0;4.0;2.0;5.0;sim
Pós-graduação;Artes;0;0;1;0;1.0;0.0;5.0;4.0;1.0;sim
Pós-graduação;Economia;0;1;1;0;3.0;1.0;3.0;3.0;3.0;sim
Pós-graduação;Computação;0;0;1;0;4.0;1.0;2.0;4.0;3.0;sim
Pós-graduação;Química;0;0;0;0;2.0;2.0;2.0;1.0;2.0;sim
Docência;Geociências;0;1;1;0;3.0;2.0;4.0;5.0;2.0;sim
Pós-graduação;Geociências;0;0;0;0;5.0;2.0;3.0;3.0;0.0;sim
Pós-graduação;Estudos da Linguagem;0;1;0;1;3.0;0.0;4.0;5.0;0.0;sim
Graduação;Física;1;0;1;1;4.0;3.0;3.0;5.0;2.0;sim
Docência;Economia;0;0;1;0;2.0;2.0;3.0;4.0;1.0;sim
Pós-graduação;Geociências;1;0;0;0;4.0;2.0;5.0;3.0;2.0;sim
Graduação;Estudos da Linguagem;0;1;0;1;0.0;1.0;3.0;4.0;1.0;sim
Pós-graduação;Economia;1;1;1;1;4.0;2.0;2.0;5.0;2.0;sim
Graduação;Química;0;1;0;1;2.0;2.0;2.0;3.0;0.0;sim
Pós-graduação;Biologia;1;0;0;0;4.0;4.0;5.0;4.0;2.0;sim
Graduação;Biologia;1;0;1;0;5.0;0.0;3.0;4.0;4.0;sim
Graduação;Artes;1;0;0;1;3.0;2.0;4.0;1.0;0.0;sim
Graduação;Artes;1;0;1;1;0.0;2.0;3.0;5.0;2.0;sim
Graduação;Física;1;0;1;1;0.0;2.0;1.0;3.0;1.0;sim
Pós-graduação;Física;0;0;0;0;2.0;2.0;2.0;5.0;1.0;sim
Graduação;Biologia;0;1;0;1;3.0;3.0;1.0;3.0;3.0;sim
Graduação;Química;0;0;1;1;4.0;2.0;1.0;3.0;1.0;sim
Graduação;Física;1;0;0;0;3.0;2.0;1.0;1.0;1.0;sim
Graduação;Computação;1;0;0;1;2.0;4.0;3.0;4.0;5.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;0;0;2.0;2.0;1.0;4.0;3.0;sim
Docência;Filosofia e Ciências Humanas;0;1;0;1;3.0;3.0;0.0;3.0;5.0;sim
Pós-graduação;Geociências;0;1;1;0;4.0;2.0;1.0;5.0;5.0;sim
Graduação;Biologia;1;1;0;1;3.0;3.0;2.0;1.0;3.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;1;0;1;4.0;2.0;1.0;3.0;1.0;sim
Pós-graduação;Biologia;1;1;1;1;2.0;2.0;3.0;4.0;0.0;sim
Pós-graduação;Economia;0;0;1;1;1.0;2.0;2.0;3.0;2.0;sim
Pós-graduação;Biologia;0;1;1;0;5.0;2.0;3.0;5.0;0.0;sim
Pós-graduação;Física;0;0;0;0;0.0;2.0;4.0;2.0;5.0;sim
Docência;Matemática, Estatística e Computação Científica;1;1;0;0;3.0;3.0;5.0;3.0;1.0;sim
Pós-graduação;Biologia;0;1;0;0;2.0;1.0;5.0;2.0;1.0;sim
Pós-graduação;Estudos da Linguagem;1;0;0;0;2.0;3.0;1.0;1.0;1.0;sim
Docência;Artes;0;0;1;0;1.0;4.0;3.0;5.0;0.0;sim
Graduação;Biologia;0;0;0;1;2.0;3.0;4.0;3.0;0.0;sim
Pós-graduação;Artes;0;0;1;0;1.0;1.0;2.0;3.0;2.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;4.0;2.0;3.0;4.0;1.0;sim
Graduação;Computação;0;0;1;1;3.0;3.0;3.0;5.0;1.0;sim
Graduação;Economia;0;0;1;1;3.0;2.0;3.0;5.0;2.0;sim
Graduação;Artes;0;1;1;0;3.0;2.0;3.0;2.0;0.0;sim
Pós-graduação;Filosofia e Ciências Humanas;1;0;0;1;0.0;2.0;2.0;3.0;0.0;sim
Graduação;Filosofia e Ciências Humanas;0;1;1;0;4.0;1.0;2.0;4.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;2.0;2.0;3.0;5.0;2.0;sim
Graduação;Computação;0;0;1;0;2.0;4.0;4.0;5.0;1.0;sim
Docência;Biologia;1;0;1;1;5.0;1.0;4.0;4.0;0.0;sim
Pós-graduação;Artes;0;1;1;1;2.0;2.0;1.0;5.0;0.0;sim
Graduação;Estudos da Linguagem;0;1;1;1;1.0;2.0;5.0;4.0;4.0;sim
Pós-graduação;Física;0;0;0;0;3.0;3.0;4.0;5.0;3.0;sim
Docência;Biologia;0;1;0;0;3.0;2.0;4.0;3.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;3.0;3.0;4.0;5.0;2.0;sim
Pós-graduação;Estudos da Linguagem;1;1;0;1;1.0;2.0;3.0;2.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;1;0;0;2.0;3.0;3.0;3.0;5.0;sim
Graduação;Economia;1;1;1;1;1.0;3.0;2.0;4.0;0.0;sim
Graduação;Filosofia e Ciências Humanas;0;1;0;0;2.0;2.0;3.0;5.0;5.0;sim
Graduação;Biologia;0;0;0;0;3.0;2.0;3.0;0.0;0.0;sim
Docência;Computação;0;0;1;0;3.0;3.0;3.0;4.0;1.0;sim
Docência;Computação;1;0;1;1;3.0;3.0;1.0;4.0;0.0;sim
Pós-graduação;Estudos da Linguagem;1;0;1;1;1.0;3.0;1.0;3.0;4.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;1;1;1;1;4.0;2.0;3.0;3.0;0.0;sim
Graduação;Artes;1;1;0;0;0.0;2.0;3.0;5.0;0.0;sim
Pós-graduação;Química;1;0;0;0;1.0;2.0;1.0;5.0;0.0;sim
Pós-graduação;Química;1;0;1;0;4.0;2.0;3.0;1.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;0.0;3.0;2.0;4.0;2.0;sim
Pós-graduação;Química;0;1;0;0;3.0;1.0;3.0;2.0;2.0;sim
Graduação;Biologia;0;1;0;0;3.0;3.0;3.0;2.0;3.0;sim
Pós-graduação;Biologia;1;1;0;0;0.0;1.0;3.0;2.0;4.0;sim
Pós-graduação;Computação;1;1;0;0;0.0;1.0;2.0;4.0;0.0;sim
Graduação;Geociências;0;0;0;0;4.0;4.0;3.0;3.0;1.0;sim
Pós-graduação;Matemática, Estatística e Computação Científica;0;1;1;0;2.0;3.0;3.0;3.0;5.0;sim
Graduação;Geociências;0;0;0;1;4.0;4.0;3.0;4.0;2.0;sim
Graduação;Artes;1;0;1;0;0.0;2.0;1.0;3.0;2.0;sim
Graduação;Física;1;0;1;1;5.0;2.0;3.0;5.0;3.0;sim
Graduação;Matemática, Estatística e Computação Científica;0;0;1;1;4.0;1.0;3.0;2.0;1.0;sim
Pós-graduação;Artes;1;0;1;1;3.0;2.0;5.0;2.0;2.0;sim
